Bab;Padişah Dönemi;Kişi;Sosyal Grup;İlişki Ağı (Genelde Kadınlar);NA Aile ilişkisi;NA Aile İlişkisi;NA Gelecek Nesil;Cinsiyet;Karar(Direkt);Karar (dolaylı);Etken Aktör;Sıfat-Söylem;Sıfat Değeri;Bizden;Öteki;Yaş;Ölüm Nedeni;;;;;;;;;;;;;;;
35;Orhan Gazi;Hacı İlbegi;Vezir;;Dursun Beyin Veziri;Karesioğullarından;Zehirlenerek;Erkek;n/a;Karesioglı fethi;1;n/a;n/a;Evet;-;;;;;;;;;;;;;;;;;
35;Orhan Gazi;Kalamestroya;n/a;Kirmastı'nın Sahibi;;;;Kadın;n/a;n/a;n/a;n/a;n/a;-;Evet;;;;;;;;;;;;;;;;;
35;Orhan Gazi;Mihalcı;n/a;Kalamastroya'nın kardeşi;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;;;;;;;;;;;;;;;;;
37;Orhan Gazi;Süleyman Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;;;;;;;;;;;;;;;;;
38;Orhan Gazi;Turgut Alp;Gazi;;;;;Erkek;n/a;n/a;n/a;Muhabbet;Olumlu;Evet;-;;;;;;;;;;;;;;;;;
38;Orhan Gazi;Turgut Alp;Gazi;;;;;Erkek;n/a;n/a;n/a;Musahabeti Pir oldı;Olumlu;Evet;;;;;;;;;;;;;;;;;;
38;Orhan Gazi;Baba İlyas;Derviş;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;;;;;;;;;;;;;;;;;
38;Orhan Gazi;Ece Beg (Ya'kub Ece);Beg;;;;;Erkek;n/a;n/a;n/a;Begayet dilir;Olumlu;Evet;-;;;;;;;;;;;;;;;;;
38;Orhan Gazi;Ece Beg (Ya'kub Ece);Beg;;;;;Erkek;n/a;n/a;n/a;Aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
38;Orhan Gazi;Gazi Fazıl;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;;;;;;;;;;;;;;;;;
40;Orhan Gazi;Kalakonya;Tekür;;;;;Erkek;n/a;n/a;n/a;Bahadır ve mel'un;Olumlu;-;Evet;;;;;;;;;;;;;;;;;
40;Orhan Gazi;Hacı İlbegi;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;;;;;;;;;;;;;;;;;
41;Orhan Gazi;Evrenez;Gazi;;;;;Erkek;n/a;n/a;n/a;Yarar yoldaş;Olumlu;Evet;;;;;;;;;;;;;;;;;;
41;Orhan Gazi;Süleyman Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;;Attan Düşme;;;;;;;;;;;;;;;
42;Orhan Gazi;Çandarlı Halil;Kadı;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;;;;;;;;;;;;;;;;;
45;Murad I;Murad I;Gazi;;;;;Erkek;n/a;n/a;n/a;Bahtı açık (devlet-ile);Olumlu;Evet;;;;;;;;;;;;;;;;;;
45;Murad I;Kara Rüstem;n/a;;?;?;?;Erkek;Esirden akça ;n/a;1;Dânişmend;Olumlu;Evet;;;;;;;;;;;;;;;;;;
45;Murad I;Şahin;Lala/Uç begi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;;;;;;;;;;;;;;;;;
45;Murad I;Evrenez;Uç Begi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;;;;;;;;;;;;;;;;;
45;Murad I;Çandarlı Halil;Kadıasker;;Şeyh Edebalı ile Bacanak;Çendere Köyü Ali'nin Oğlu;Ali Paşa-İbrahim Paşa;Erkek;Esirden akça;n/a;1;Dânişmend;Olumlu;Evet;;;;;;;;;;;;;;;;;;
45;Murad I;Çandarlı Halil;Vezir;;Şeyh Edebalı ile Bacanak;Çendere Köyü Ali'nin Oğlu;Ali Paşa-İbrahim Paşa;Erkek;Yiñiçeri;n/a;1;n/a;n/a;Evet;;;;;;;;;;;;;;;;;;
46;Murad I;Şahin;Lala/Rumeli Beglerbegi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;;;;;;;;;;;;;;;;;
46;Murad I;Çandarlı Halil;Vezir;;;;;Erkek;n/a;n/a;n/a;Hayreddin;Olumlu;Evet;;;;;;;;;;;;;;;;;;
48;Murad I;n/a;Kâfirler;;;;;;n/a;n/a;n/a;Panik;Olumsuz;-;Evet;;;;;;;;;;;;;;;;;
48;Murad I;Postîn-pûş;Dervîş;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;;;;;;;;;;;;;;;;;
49;Murad I;Ishak Fakı;Ilçi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;;;;;;;;;;;;;;;;;
50;Murad I;Sultân Hatun;n/a;Yıldırım Han'ın Eşi;;;;Kadın;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;n/a;;;;;;;;;;;;;;;
50;Murad I;Gazi Evrenez;Gazi;;;;;Erkek;n/a;n/a;n/a;Cömert;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
50;Murad I;n/a;Ilçi;;;;;Erkek;n/a;n/a;n/a;Cem'i ilçilerin üstü;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
50;Murad I;Murad I;Padişah;;;;;Erkek;n/a;n/a;n/a;Cömert;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Koca Efendi;Kadı;;;;;Erkek;n/a;n/a;n/a;Eren;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Aksunkar Aga;Kapukulu;;;;;Erkek;n/a;n/a;n/a;Kapıkulu;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Aksunkar Aga;Kapukulu;;;;;Erkek;n/a;n/a;n/a;Emîr-'alem;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Süle Çavuş;Çavuşbaşı;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Temür Han Çavuş;Çavuşbaşı;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Kadı'nın hatunı;n/a;Koca Efendi'nin eşi;;;;Kadın;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Bâyezıd Hân'ın dadusı;Dadu;Bâyezıd Hân'ın dadusı;;;;Kadın;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Aksunkur'un hatunı;n/a;Aksunkur'un hatunı;;;;Kadın;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Paşacuk Aga;Çaşnigir-başı;;;;;Erkek;n/a;n/a;n/a;Osman kapusuna mukarreb;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;n/a;;;;;;;;;;;;;;;
51;Murad I;Elvan Beg;Çaşnigir-başı;;;;;Erkek;n/a;n/a;n/a;Osman kapusuna mukarreb;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
52;Murad I;Murad I;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;n/a;;;;;;;;;;;;;;;
52;Murad I;n/a;İlçi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;;n/a;n/a;;;;;;;;;;;;;;;
52;Murad I;Hüseyin Beg;Beg;;Hamitoğulları 2. Beyi;;1. Kosova'da birliği olanMustafa Bey;Erkek;Senetle Satın alma ahdi;n/a;1;n/a;n/a;-;;n/a;n/a;;;;;;;;;;;;;;;
53;Murad I;Murad I;Gazi;;;;;Erkek;n/a;n/a;n/a;Leşker cem;Olumlu;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
53;Murad I;Gazi Evrenez;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
53;Murad I;Lala Şahin;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
54;Murad I;Vezir Hayreddin Paşa;Vezir;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
54;Murad I;Gazi Evrenez;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
54;Murad I;Delü Balaban;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;n/a;;;;;;;;;;;;;;;
55;Murad I;Lala Şahin;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
55;Murad I;Kara Temür Paşa;Beglerbegi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;n/a;;;;;;;;;;;;;;;
56;Murad I;Murad I;Gazi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;Suikast;;;;;;;;;;;;;;;
56;Murad I;Laz Kıralı;Kral;;;;;Erkek;n/a;n/a;n/a;Karındaşım Han;Olumlu;-;Evet;n/a;Suikast;;;;;;;;;;;;;;;
56;Murad I;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;Eyü cenkler itdü;Olumlu;Evet;;n/a;n/a;;;;;;;;;;;;;;;
56;Murad I;Ya'kub Çelebi;Beg;;;;;Erkek;n/a;n/a;n/a;Eyü cenkler itdü;Olumlu;Evet;;n/a;Suikast;;;;;;;;;;;;;;;
56;Murad I;Mileş Kübile;Kafir;;;;;Erkek;n/a;n/a;n/a;Kafir;Olumsuz;-;Evet;n/a;n/a;;;;;;;;;;;;;;;
57;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
57;Bayezid I ;Paşa Yigit Beg;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
57;Bayezid I ;İshak Beg;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
57;Bayezid I ;Firiz Beg;Beg;İshak Beg'in efendisi;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
57;Bayezid I ;İshak Beg;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
57;Bayezid I ;Kara Temürtaş;Beglerbegi;;;;;Erkek;n/a;n/a;n/a;Begler begi;Olumlu;Evet;-;n/a;;;;;;;;;;;;;;;;
58;Bayezid I ;Aydınoğlı;n/a;;;;;Erkek;n/a;n/a;n/a;Ol vakt İslam arasında kalmış;Olumsuz;-;;n/a;;;;;;;;;;;;;;;;
58;Bayezid I ;Aydınoğlı;n/a;;;;;Erkek;n/a;n/a;n/a;Padişahı kafir;Olumsuz;-;;n/a;;;;;;;;;;;;;;;;
58;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
58;Bayezid I ;n/a;n/a;Timur'a sığınır;;;;Erkek;n/a;n/a;n/a;Hayin;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
58;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;;;;;;;;;;;;;;;;
59;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;Azim leşker;Olumlu;Evet;-;n/a;;;;;;;;;;;;;;;;
59;Bayezid I ;Kara Temürtaş;Gazi;Umur Beg;Osman Bey’in silâh arkadaşlarından Aykut Alp;;Yahşi, Oruç, Ali ve Umur;Erkek;İstanbul kuşatması;n/a;1;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
59;Bayezid I ;İstanbol teküri;Tekür;;;;;Erkek;n/a;n/a;n/a;Müfsid kafir;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
59;Bayezid I ;Üngürüz Kıralı;Kral;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;;;;;;;;;;;;;;;;
60;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;Azim leşker cem;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
60;Bayezid I ;İstanbul teküri;Tekür;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;;;;;;;;;;;;;;;;
60;Bayezid I ;Ali Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
60;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Kızkarındaş(Vılkoglu);n/a;;;;;Kadın;n/a;n/a;n/a;Mahbube;Olumlu;-;Evet;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Ali Paşa;Paşa;;Çandarlı Halil Paşa'nın Oğlu;;;Erkek;Sohbet Erbabı;n/a;1;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Çandarlı Halil;Vezir;;;;;Erkek;n/a;n/a;n/a;Hilekar;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Kara Rüstem;n/a;;;;;Erkek;n/a;n/a;n/a;Hilekar;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Ali Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;Danışmend;Olumlu;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Ali Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;Zevvak;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Ali PAaşa;Paşa;;;;;Erkek;n/a;n/a;n/a;Hayran u aciz;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Maskara Arap;Nedim;;;;;Erkek;n/a;n/a;n/a;Devletsuz;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Maskara Arap;Nedim;;;;;Erkek;n/a;n/a;n/a;İt;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Maskara Arap;Nedim;;Soytarı;;;Erkek;Kadılığı Keşişlere verme;n/a;0;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
62;Bayezid I ;Ali Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;Günahkar;Olumsuz;-;;n/a;;;;;;;;;;;;;;;;
63;Bayezid I ;n/a;n/a;;;;;n/a;n/a;n/a;n/a;Zalim;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
63;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;Adil;Olumlu;Evet;;n/a;;;;;;;;;;;;;;;;
63;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;Merhametli;Olumlu;Evet;;n/a;;;;;;;;;;;;;;;;
63;Bayezid I ;Karamanoglı;n/a;;;;;Erkek;n/a;n/a;n/a;Aciz;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
64;Bayezid I ;İsfendiyar;Beg;;;;;Erkek;Yer ihsan edilmesi;n/a;1;n/a;n/a;-;Evet;n/a;;;;;;;;;;;;;;;;
65;Bayezid I ;Taharten;Beg;;;;;Erkek;n/a;n/a;n/a;Düşman;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Germiyanoglı;Beg;;;;;Erkek;n/a;n/a;n/a;Iblis;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Menteşeoglı;Beg;;;;;Erkek;n/a;n/a;n/a;Rezil;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;Lanetli;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;Gazi;Olumlu;Evet;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;Mürevvet ;Olumlu;;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;İhsan;Olumlu;;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Paşalar;Paşalar;;;;;Erkek;Timura saldırı reddi;n/a;1;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Bayezid I;Padişah;;;;;Erkek;n/a;n/a;n/a;Yalnız;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;Zalim;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;A'zamü'l-eşirrâ;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Vezirler;Vezir;;;;;Erkek;Serahor çıkarma;n/a;1;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;n/a;n/a;;;;;n/a;n/a;n/a;n/a;Hayin;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;n/a;n/a;;;;;n/a;n/a;n/a;n/a;Hayin;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Koca Nayib;Naib;;;;;Erkek;n/a;n/a;n/a;Has solak;Olumlu;Evet;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Koca Nayib;Hisar dizdarı;;;;;Erkek;n/a;n/a;n/a;Hisar dizdarı;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Koca Nayib;Naib;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
66;Bayezid I ;Timur;Padişah;;;;;Erkek;n/a;n/a;n/a;Zalim;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
67;Fetret;Emir Süleyman;Şehzade;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
68;Fetret;Kör Şahmelik;Vezir;;;;;Erkek;n/a;n/a;n/a;Hilekar;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
68;Fetret;Mihaloğlu Mehmed;Rumeli Beylerbeyi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
68;Fetret;Simavna Kadısıoğlu;Kadıasker;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
68;Fetret;Azab Bey;Emir-i Alem;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
68;Fetret;Fazullah;Kadı;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
69;Mehmed I;İsa, Mehmed, Emir Süleyman;Şehzade;;;;;Erkek;n/a;n/a;n/a;Ahmak;Olumsuz;Evet;Evet;n/a;;;;;;;;;;;;;;;;
70;Mehmed I;Hacı İvaz Paşa;Subaşı;;;;;Erkek;n/a;Halkı silahlandırma;1;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
70;Mehmed I;Musi;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
70;Mehmed I;Karamürsel;Kadıasker;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
71;Mehmed I;Emir Süleyman;Tekür;;;;;Erkek;n/a;n/a;n/a;Karındaşım;Olumlu;Evet;-;n/a;;;;;;;;;;;;;;;;
71;Mehmed I;Mehmed I;Hanedan;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
71;Mehmed I;Derzibaşı Zaganos;Lala;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
72;Mehmed I;Kasım Beg;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;;;;;;;;;;;;;;;;
73;Mehmed I;Muhammed Karamanoglı;Sultan;;;;;Erkek;n/a;n/a;n/a;Adavet;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
73;Mehmed I;Muhammed Karamanoglı;Sultan;;;;;Erkek;n/a;n/a;n/a;Bezbaht;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
74;Mehmed I;Bayezid Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;Va'iz Muhammed;Olumlu;Evet;-;n/a;;;;;;;;;;;;;;;;
75;Mehmed I;Baçaroglı Hamza Beg;Rum Beglerbegisi;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
75;Mehmed I;Hızır Beg;Beg;;;;;Erkek;n/a;n/a;n/a;Dostlugumuz ördeg ile kaz konşılıgına benzer;Olumlu;-;Evet;n/a;;;;;;;;;;;;;;;;
76;Mehmed I;Minnet Beg;Beg;;;;;Erkek;n/a;n/a;n/a;Bunları sürüp Rumiline geçirmek gerek;Olumsuz;Evet;-;n/a;;;;;;;;;;;;;;;;
76;Mehmed I;Tatar Samakavoglı;n/a;;;;;Erkek;n/a;n/a;n/a;Bunları sürüp Rumiline geçirmek gerek;Olumsuz;Evet;-;n/a;;;;;;;;;;;;;;;;
77;Mehmed I;Simavna Kadısı;Kadı;;;;;Erkek;n/a;n/a;n/a;Mürai;Olumsuz;-;Evet;n/a;;;;;;;;;;;;;;;;
77;Mehmed I;Börklüce Mustafa;n/a;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;Paralandı;;;;;;;;;;;;;;;
77;Mehmed I;Torlak Ho Kemal;n/a;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;-;Evet;n/a;Asıldı;;;;;;;;;;;;;;;
78;Mehmed I;Mevlana Haydar;Danişmend;;;;;Erkek;n/a;n/a;n/a;Danişmend;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
80;Mehmed I;Çaşnigibaşı Elvan Beg;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
80;Mehmed I;Hacı İvaz Paşa;Vezir;;;;;Erkek;Sultân Muhammed'in ölümünden sonra divanı toplama;;1;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
80;Mehmed I;Bayezid Paşa;Vezir;;;;;Erkek;Sultân Muhammed'in ölümünden sonra divanı toplama;;1;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
